return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
166,7371,1490,2026-05-23,Quality Issue,12521.68,Pending,Pending,Drop,Warehouse C,Opened,Refund,No,13,Wallet,Average,North,Pending,Yes,Closed
167,48092,6338,2025-12-06,Late Delivery,38276.92,Pending,Passed,Drop,Warehouse B,Sealed,Refund,No,14,UPI,Good,South,Pending,No,Active
168,14978,3408,2025-02-07,Late Delivery,20924.64,Completed,Passed,Drop,WAREHOUSE C,Sealed,Refund,No,12,Bank Transfer,Average,East,Resolved,Yes,Closed
169,31724,7414,2026-08-04,Changed Mind,11308.95,Rejected,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,13,Wallet,Poor,West,Resolved,No,Closed
170,28912,8044,2025-11-21,Wrong Item Delivered,101174.64,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,No,6,Wallet,Excellent,North,Pending,No,Active
171,30716,477,2024-12-27,Late Delivery,100254.19,Pending,Passed,Drop,Warehouse B,Sealed,Replacement,No,9,Wallet,Good,West,Pending,Yes,Active
172,5581,2686,2024-10-05,Not as Described,41594.01,Completed,Passed,Pickup,Warehouse B,Sealed,Refund,No,4,Wallet,Good,East,Resolved,No,Active
173,14167,7242,2026-02-03,Wrong Item Delivered,33484.57,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,7,Wallet,Excellent,North,Resolved,Yes,Closed
174,20642,5630,2025-02-07,Late Delivery,42396.48,Rejected,Pending,Drop,Warehouse A,Opened,Replacement,Yes,14,Bank Transfer,Good,West,Resolved,Yes,Closed
175,6987,141,2026-03-15,Wrong Item Delivered,37896.7,Completed,Failed,Drop,Warehouse B,Opened,Replacement,Yes,11,Wallet,Good,North,Resolved,Yes,Closed
176,29477,4667,2025-03-11,Quality Issue,31003.36,Pending,Pending,Drop,Warehouse A,Opened,Refund,Yes,13,UPI,Poor,East,Pending,No,Active
177,17003,290,2025-05-17,Wrong Item Delivered,69103.12,Completed,Pending,Drop,Warehouse C,Opened,Replacement,Yes,9,Wallet,Good,West,Pending,Yes,Active
178,1285,8533,2025-04-03,Late Delivery,32447.45,Pending,Pending,Pickup,Warehouse C,Opened,Replacement,No,3,Bank Transfer,Poor,East,Resolved,No,Active
179,48786,7239,2025-04-20,Damaged Product,24393.4,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,No,7,Wallet,Poor,North,Resolved,No,Active
180,35894,3509,2025-02-11,Late Delivery,57487.56,Completed,Pending,Drop,Warehouse B,Opened,Replacement,No,12,UPI,Excellent,South,Resolved,No,Active
181,7708,8090,2026-06-26,Damaged Product,59840.92,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,-5,Bank Transfer,Average,East,Resolved,No,Active
182,32044,2198,2025-05-02,Changed Mind,92627.54,Rejected,Passed,Pickup,Warehouse B,Sealed,Replacement,Yes,5,Wallet,Excellent,West,Pending,No,Active
183,23356,4551,2026-06-04,Quality Issue,47439.47,Pending,Passed,Drop,Warehouse A,Opened,Refund,Yes,1,UPI,Good,North,Pending,No,Closed
184,27798,4672,2026-04-13,Damaged Product,17713.48,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,15,Wallet,Average,East,Resolved,No,Active
185,22180,9074,2025-04-15,Damaged Product,51536.13,Completed,Passed,Pickup,Warehouse B,Opened,Replacement,No,-5,Bank Transfer,Average,North,Pending,Yes,Closed
186,21235,1613,2025-12-06,Changed Mind,25550,Rejected,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,12,Wallet,Good,South,Resolved,No,Active
187,17947,4181,2025-12-12,Damaged Product,115036.82,Pending,Passed,Drop,Warehouse C,Sealed,Refund,Yes,9,UPI,Poor,West,Resolved,Yes,Closed
188,40969,7701,2025-03-26,Late Delivery,54452.18,Rejected,Failed,Drop,Warehouse B,Opened,Refund,Yes,11,Bank Transfer,Excellent,North,Pending,Yes,Active
189,17052,6369,2025-12-31,Duplicate Order,94053.75,Pending,Pending,Drop,Warehouse B,Sealed,Replacement,Yes,2,UPI,Good,North,Resolved,Yes,Active
190,24732,5217,2025-01-07,Missing Parts,49441.98,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,No,5,UPI,Excellent,South,Pending,Yes,Active
191,48744,9332,2026-06-05,Quality Issue,52618.16,Completed,Pending,Pickup,Warehouse B,Sealed,Refund,No,5,UPI,Excellent,West,Pending,Yes,Active
192,17257,86,2024-12-04,Quality Issue,27341.93,Completed,Passed,Pickup,Warehouse A,Opened,Refund,No,6,Wallet,Excellent,East,Resolved,Yes,Active
193,36300,7749,2025-08-18,Not as Described,19084.64,Completed,Passed,Drop,Warehouse A,Opened,Replacement,Yes,3,Wallet,Poor,West,Pending,Yes,Closed
194,43141,2804,2025-04-27,Duplicate Order,37129.29,Completed,Passed,Drop,Warehouse B,Sealed,Refund,Yes,10,Wallet,Good,East,Pending,No,Closed
195,40789,2271,2025-01-16,Missing Parts,44039.25,Completed,Failed,Pickup,Warehouse C,Opened,Refund,No,13,Wallet,Average,West,Pending,No,Closed
196,19474,7174,2025-05-19,Damaged Product,13350.23,Pending,Pending,Pickup,Warehouse A,Sealed,Refund,No,9,Bank Transfer,Good,South,Resolved,Yes,Active
197,31804,6551,2025-01-25,Damaged Product,61835.95,Completed,Pending,Drop,Warehouse B,Opened,Refund,Yes,10,Bank Transfer,Average,North,Pending,Yes,Active
198,33982,1430,2025-08-12,Not as Described,129977.79,Rejected,Failed,Pickup,WAREHOUSE B,Opened,Refund,Yes,4,Wallet,Good,North,Pending,Yes,Closed
199,7929,9512,2025-02-26,Quality Issue,15644.79,Pending,Pending,Pickup,Warehouse B,Opened,Refund,Yes,10,Wallet,Good,North,Pending,Yes,Closed
200,24228,4135,2025-05-29,Missing Parts,49545.7,Rejected,Passed,Drop,Warehouse B,Sealed,Refund,Yes,12,Bank Transfer,Poor,East,Resolved,No,Active
201,2207,3477,2024-10-18,Quality Issue,45513.99,Pending,Failed,Drop,Warehouse A,Opened,Refund,No,14,Wallet,Excellent,South,Pending,Yes,Active
202,49007,3967,2024-09-14,Duplicate Order,20400.96,Rejected,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,14,Wallet,Average,West,Resolved,No,Active
203,31549,6050,2025-08-05,Duplicate Order,121944.93,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,No,3,Bank Transfer,Poor,West,Pending,No,Active
204,33930,6017,2025-08-09,Late Delivery,27493.86,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,No,5,UPI,Excellent,East,Resolved,No,Active
205,2366,8212,2026-02-10,Wrong Item Delivered,12383.93,Pending,Pending,Drop,Warehouse C,Opened,Replacement,Yes,10,Bank Transfer,Good,North,Resolved,No,Active
206,26855,4649,2024-09-30,Changed Mind,34280.35,Rejected,Failed,Drop,Warehouse A,Opened,Refund,No,10,Wallet,Poor,South,Resolved,No,Active
207,47502,6139,2025-05-23,Not as Described,55620.68,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,8,UPI,Average,West,Pending,No,Closed
208,38598,5208,2026-07-10,Missing Parts,60796.51,Completed,Failed,Drop,Warehouse B,Opened,Replacement,Yes,5,Bank Transfer,Poor,East,Resolved,No,Active
209,41181,7932,2024-08-27,Wrong Item Delivered,83434.59,Completed,Pending,Drop,Warehouse C,Sealed,Refund,Yes,14,Bank Transfer,Poor,West,Resolved,No,Closed
210,45807,2420,2025-10-26,Damaged Product,68566.03,Rejected,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,4,UPI,Good,North,Pending,Yes,Closed
211,21300,8943,2026-01-01,Quality Issue,6703.79,Rejected,Failed,Drop,Warehouse C,Opened,Refund,No,9,Bank Transfer,Average,East,Pending,Yes,Closed
212,686,2064,2024-09-09,Quality Issue,6002.55,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,No,15,Bank Transfer,Average,West,Pending,No,Active
213,49989,995,2024-12-10,Quality Issue,70997.06,Rejected,Pending,Drop,Warehouse A,Sealed,Replacement,Yes,1,Wallet,Poor,East,Pending,Yes,Closed
214,26464,2166,2026-04-25,Changed Mind,36230.08,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,No,13,Bank Transfer,Average,West,Resolved,Yes,Closed
215,41515,1900,2024-10-14,Missing Parts,133462.12,Rejected,Failed,Drop,Warehouse A,Opened,Refund,No,12,Wallet,Poor,South,Resolved,Yes,Active
216,43425,5638,2024-11-26,Damaged Product,73885.25,Completed,Passed,Drop,Warehouse A,Sealed,Refund,No,6,Bank Transfer,Poor,North,Resolved,Yes,Closed
217,6770,3732,2025-02-25,Quality Issue,83695.5,Pending,Pending,Drop,Warehouse B,Opened,Replacement,Yes,5,UPI,Poor,North,Resolved,Yes,Active
218,2493,7217,2026-03-04,Late Delivery,30826.52,Pending,Pending,Drop,Warehouse C,Opened,Refund,No,15,UPI,Good,North,Resolved,No,Closed
219,37892,8338,2025-07-19,Changed Mind,17502.92,Pending,Failed,Drop,Warehouse B,Sealed,Refund,No,5,Wallet,Poor,North,Resolved,No,Closed
220,20015,4868,2024-10-11,Not as Described,13705.06,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,No,11,Wallet,Average,South,Resolved,Yes,Active
221,2884,3664,2024-09-06,Missing Parts,70776.01,Rejected,Failed,Pickup,Warehouse C,Opened,Replacement,No,5,Bank Transfer,Poor,West,Resolved,Yes,Closed
222,30522,1530,2026-02-06,Not as Described,26304.85,Rejected,Failed,Drop,Warehouse A,Opened,Replacement,Yes,8,UPI,Average,South,Pending,Yes,Active
223,5765,2936,2025-01-08,Changed Mind,15212.53,Pending,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,8,UPI,Excellent,West,Resolved,Yes,Closed
224,2600,9326,2026-06-11,Damaged Product,16778.76,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,Yes,6,Wallet,Good,North,Pending,No,Active
225,44244,9072,2026-04-06,Damaged Product,93644.8,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,3,Wallet,Poor,West,Pending,No,Closed
226,1695,9653,2024-08-18,Late Delivery,45098.4,Rejected,Failed,Pickup,Warehouse B,Opened,Refund,Yes,11,Wallet,Good,South,Pending,No,Active
227,28951,1292,2024-07-29,Changed Mind,80334.15,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,No,7,Wallet,Good,East,Pending,No,Active
228,30329,3092,2025-08-05,Missing Parts,131134.08,Completed,Passed,Pickup,Warehouse C,Opened,Refund,Yes,10,Wallet,Good,North,Pending,Yes,Closed
229,1456,4450,2026-03-20,Damaged Product,101172.79,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,Yes,7,Bank Transfer,Poor,North,Pending,No,Active
230,6654,6438,2024-11-18,Damaged Product,24813.36,Pending,Failed,Pickup,Warehouse C,Sealed,Refund,No,14,UPI,Excellent,East,Resolved,Yes,Closed
231,25595,7021,2024-10-26,Changed Mind,52566.74,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,1,Wallet,Poor,South,Pending,No,Active
232,13590,8096,2025-05-29,Wrong Item Delivered,51734.53,Completed,Pending,Drop,Warehouse A,Opened,Refund,Yes,15,Bank Transfer,Good,West,Pending,No,Closed
233,1490,4855,2025-07-10,Quality Issue,36698.32,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,2,UPI,Excellent,South,Resolved,No,Closed
234,30847,7830,2026-04-12,Changed Mind,34267,Rejected,Passed,Drop,Warehouse B,Opened,Refund,No,7,Bank Transfer,Average,West,Pending,No,Active
235,34849,4173,2025-07-31,Damaged Product,81844.06,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,10,Bank Transfer,Average,North,Resolved,No,Closed
236,49404,6267,2026-03-31,Not as Described,124074.73,Completed,Passed,Drop,Warehouse C,Sealed,Refund,Yes,11,Bank Transfer,Excellent,West,Resolved,No,Closed
237,16514,1564,2026-06-24,Missing Parts,69325,Completed,Pending,Pickup,Warehouse A,Opened,Replacement,No,14,UPI,Excellent,West,Pending,Yes,Closed
238,34951,6667,2025-11-19,Late Delivery,35669.86,Rejected,Pending,Drop,Warehouse B,Opened,Refund,No,8,Wallet,Poor,North,Pending,No,Closed
239,38483,7015,2024-09-11,Damaged Product,37286.33,Completed,Failed,Drop,Warehouse A,Opened,Refund,No,15,Wallet,Good,West,Pending,No,Active
240,1535,3154,2025-01-31,Not as Described,8096.84,Pending,Pending,Drop,WAREHOUSE C,Sealed,Replacement,Yes,2,Wallet,Good,North,Pending,No,Closed
241,45863,5281,2025-08-28,Wrong Item Delivered,60520.51,Completed,Passed,Drop,Warehouse A,Sealed,Refund,No,10,UPI,Good,North,Pending,Yes,Closed
242,39430,130,2025-04-30,Duplicate Order,95675.34,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,No,11,Wallet,Good,West,Resolved,Yes,Closed
243,37298,4852,2026-08-07,Quality Issue,24709.9,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,11,Wallet,Average,West,Pending,Yes,Closed
244,26456,231,2025-08-27,Changed Mind,83812.64,Pending,Passed,Pickup,Warehouse B,Sealed,Replacement,Yes,4,UPI,Average,East,Resolved,Yes,Closed
245,41715,4494,2026-03-25,Duplicate Order,63457.65,Rejected,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,9,UPI,Excellent,West,Resolved,Yes,Active
246,43682,1935,2024-11-13,Quality Issue,84067.57,Pending,Pending,Drop,Warehouse A,Opened,Replacement,Yes,13,Wallet,Excellent,East,Pending,Yes,Active
247,12854,7161,2025-09-15,Missing Parts,4963.92,Completed,Pending,Drop,Warehouse C,Opened,Replacement,No,7,Wallet,Average,North,Resolved,No,Active
248,18649,9099,2024-10-21,Not as Described,49823.68,Completed,Pending,Drop,Warehouse C,Opened,Refund,No,8,UPI,Excellent,South,Resolved,Yes,Closed
249,29886,8285,2026-01-03,Changed Mind,21941.02,Completed,Passed,Drop,Warehouse A,Sealed,Replacement,Yes,1,UPI,Average,North,Pending,No,Closed
250,14751,4906,2024-12-09,Duplicate Order,38285,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,9,Wallet,Poor,North,Pending,Yes,Active
251,602,847,2025-11-07,Duplicate Order,24820.45,Pending,Passed,Drop,Warehouse C,Opened,Refund,No,8,UPI,Good,North,Pending,No,Active
252,28901,917,2025-10-09,Changed Mind,68566.62,Completed,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,5,Wallet,,East,Resolved,Yes,Active
253,39516,3124,2026-06-25,Damaged Product,9333.79,Rejected,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,4,Wallet,Poor,North,Resolved,Yes,Closed
254,42724,6395,2025-04-27,Wrong Item Delivered,32911.09,Completed,Passed,Pickup,Warehouse B,Opened,Refund,No,7,Bank Transfer,Poor,West,Pending,No,Active
255,48552,3229,2025-02-14,Damaged Product,61684.19,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,15,Wallet,Excellent,East,Pending,Yes,Closed
256,31984,4342,2025-06-17,Missing Parts,135329.27,Pending,Pending,Pickup,Warehouse B,Opened,Refund,Yes,12,Bank Transfer,Average,South,Pending,No,Active
257,39282,205,2025-03-16,Quality Issue,35353.48,Completed,Passed,Pickup,Warehouse C,Sealed,Refund,No,4,Wallet,Average,South,Pending,Yes,Active
258,20424,6100,2026-07-21,Changed Mind,52282.11,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,5,Wallet,Excellent,East,Resolved,Yes,Closed
259,38891,4132,2025-09-08,Late Delivery,81739.85,Completed,Failed,Pickup,Warehouse A,Sealed,Replacement,No,6,Wallet,Average,South,Pending,No,Closed
260,38957,8389,2025-02-09,Late Delivery,66728.63,Completed,Pending,Drop,Warehouse B,Sealed,Refund,No,15,Bank Transfer,Poor,West,Pending,No,Closed
261,42453,4786,2025-01-20,Wrong Item Delivered,65922.4,Pending,Passed,Pickup,Warehouse B,Opened,Refund,Yes,14,Wallet,Excellent,West,Resolved,Yes,Closed
262,20613,7777,2025-12-23,Not as Described,44809.52,Rejected,Passed,Drop,Warehouse B,Opened,Replacement,Yes,8,Wallet,Excellent,West,Pending,Yes,Active
263,17337,1847,2025-03-22,Quality Issue,48328.67,Rejected,Passed,Drop,Warehouse A,Opened,Refund,No,6,UPI,Good,West,Resolved,Yes,Closed
264,26868,3190,2025-09-14,Late Delivery,14951.94,Rejected,Failed,Drop,Warehouse B,Sealed,Refund,Yes,11,Bank Transfer,Excellent,East,Pending,Yes,Closed
265,28905,4663,2025-10-09,Wrong Item Delivered,53070.3,Rejected,Failed,Drop,Warehouse A,Sealed,Replacement,No,8,Bank Transfer,Excellent,South,Pending,Yes,Active
266,39828,6095,2026-03-14,Changed Mind,109242.83,Completed,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,7,Bank Transfer,Excellent,West,Pending,No,Active
267,24456,4094,2025-04-02,Missing Parts,25338.91,Completed,Passed,Pickup,Warehouse A,Opened,Refund,Yes,15,Wallet,Good,North,Resolved,No,Active
268,5754,3482,2026-04-26,Damaged Product,127988.54,Rejected,Pending,Drop,Warehouse A,Opened,Replacement,No,14,Bank Transfer,Good,South,Pending,Yes,Active
269,8190,2011,2024-12-07,Changed Mind,11159.34,Completed,Pending,Drop,Warehouse B,Opened,Refund,No,7,UPI,Excellent,North,Resolved,No,Active
270,187,4843,2025-07-29,Not as Described,5991.55,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,11,UPI,Excellent,West,Pending,No,Active
271,42968,9764,2025-03-11,Late Delivery,111666.77,Pending,Failed,Drop,Warehouse C,Opened,Replacement,Yes,5,Bank Transfer,Good,North,Pending,No,Closed
272,30688,2358,2026-02-05,Damaged Product,421.56,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,12,Bank Transfer,Poor,East,Resolved,Yes,Closed
273,7506,8850,2025-07-27,Changed Mind,68737.98,Rejected,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,7,Wallet,Poor,South,Pending,No,Closed
274,3831,5057,2025-09-10,Missing Parts,21373.45,Rejected,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,2,UPI,Poor,East,Resolved,Yes,Closed
275,48677,9808,2025-01-30,Wrong Item Delivered,56264.8,Completed,Failed,Drop,Warehouse A,Opened,Replacement,Yes,6,UPI,Excellent,West,Pending,No,Active
276,13279,7911,2025-12-11,Not as Described,45743.77,Pending,Passed,Pickup,Warehouse C,Sealed,Refund,Yes,13,Wallet,,South,Resolved,No,Active
277,31251,6389,2025-06-07,Quality Issue,17778.91,Completed,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,9,UPI,Excellent,North,Pending,No,Closed
278,14723,4898,2024-12-13,Late Delivery,54326.32,Pending,Failed,Pickup,Warehouse B,Opened,Replacement,Yes,9,UPI,Average,East,Resolved,No,Closed
279,10344,6468,2024-12-05,Missing Parts,87845.03,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,8,UPI,Average,North,Pending,Yes,Active
280,35365,1846,2025-06-30, Duplicate Order ,45880.65,Rejected,Pending,Pickup,Warehouse C,Sealed,Refund,No,2,Bank Transfer,Average,North,Resolved,No,Closed
281,47904,923,2026-02-26,Changed Mind,9278.29,Completed,Pending,Pickup,Warehouse B,Opened,Refund,Yes,14,Bank Transfer,Good,South,Resolved,Yes,Closed
282,9751,3066,2026-07-30,Wrong Item Delivered,127163.4,Completed,Pending,Drop,Warehouse C,Opened,Refund,No,6,Wallet,Average,West,Pending,No,Active
283,42012,5668,2024-08-23,Changed Mind,90752.78,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,Bank Transfer,Poor,South,Pending,Yes,Closed
284,37132,4408,2026-04-12,Damaged Product,4696.81,Rejected,Passed,Drop,Warehouse C,Opened,Replacement,No,10,Bank Transfer,Good,East,Resolved,No,Closed
285,43896,9040,2025-10-22,Quality Issue,58120.75,Pending,Failed,Pickup,Warehouse B,Sealed,Replacement,No,5,Bank Transfer,Good,South,Resolved,Yes,Closed
286,45850,2578,2025-03-06,Missing Parts,82065.66,Pending,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,3,Bank Transfer,Poor,South,Pending,No,Closed
287,8732,7909,2026-07-25,Damaged Product,29484.14,Pending,Passed,Pickup,Warehouse A,Opened,Replacement,No,14,Wallet,Excellent,West,Pending,No,Closed
288,12833,4461,2024-12-07,Changed Mind,5754.84,Pending,Passed,Drop,Warehouse A,Sealed,Refund,Yes,13,Bank Transfer,Average,East,Pending,No,Active
289,29735,8270,2024-09-15,Not as Described,64041.74,Rejected,Passed,Pickup,Warehouse C,Sealed,Replacement,No,14,UPI,Excellent,South,Pending,Yes,Closed
290,23753,5247,2024-11-24,Changed Mind,80245.97,Rejected,Pending,Drop,Warehouse B,Sealed,Replacement,No,7,UPI,Good,North,Resolved,Yes,Closed
291,22877,8812,2026-06-11,Wrong Item Delivered,67469.12,Completed,Passed,Drop,Warehouse A,Opened,Refund,No,9,UPI,Excellent,West,Resolved,Yes,Closed
292,16801,5133,2025-12-26,Missing Parts,9960.52,Pending,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,3,Wallet,Good,North,Resolved,No,Closed
293,26090,1182,2026-06-02,Changed Mind,49845.65,Rejected,Failed,Pickup,Warehouse C,Opened,Replacement,No,9,Wallet,Average,East,Pending,Yes,Active
294,20683,95,2025-02-11,Missing Parts,10725.82,Pending,Passed,Drop,Warehouse A,Opened,Refund,No,5,Bank Transfer,Excellent,West,Pending,No,Active
295,29669,4583,2026-02-17,Changed Mind,17147.82,Rejected,Passed,Pickup,Warehouse C,Sealed,Refund,No,15,Wallet,Poor,West,Resolved,Yes,Closed
296,23297,5282,2025-02-17,Changed Mind,8985.67,Completed,Failed,Pickup,Warehouse C,Sealed,Replacement,No,7,UPI,Excellent,South,Resolved,No,Active
297,14684,3488,2024-12-10,Not as Described,9522.65,Pending,Pending,Drop,Warehouse A,Sealed,Refund,Yes,1,Wallet,Excellent,South,Resolved,No,Closed
298,34787,8594,2025-08-22,Damaged Product,28459.98,Completed,Passed,Pickup,Warehouse A,Sealed,Refund,No,7,Bank Transfer,Poor,East,Pending,Yes,Closed
299,46435,8677,2024-09-26, Quality Issue ,61153.09,Completed,Failed,Drop,Warehouse A,Sealed,Refund,Yes,15,Bank Transfer,,North,Resolved,Yes,Closed
300,29332,2241,2026-03-28,Late Delivery,104305.87,Rejected,Passed,Pickup,Warehouse B,Opened,Refund,No,7,Wallet,Average,East,Resolved,Yes,Active
301,42978,6994,2025-04-27,Changed Mind,79838.99,Completed,Failed,Pickup,Warehouse C,Opened,Refund,Yes,11,Bank Transfer,Average,North,Resolved,No,Active
302,2915,7856,2026-04-11,Damaged Product,60738.98,Completed,Pending,Drop,Warehouse C,Opened,Replacement,Yes,4,UPI,Poor,North,Pending,Yes,Active
303,46199,9063,2025-05-24,Wrong Item Delivered,107747.24,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,1,Wallet,Poor,East,Resolved,No,Active
304,33466,9539,2026-06-09,Changed Mind,23192.38,Rejected,Pending,Drop,Warehouse A,Opened,Replacement,No,12,Bank Transfer,Average,South,Resolved,Yes,Closed
305,37016,9398,2025-12-13,Duplicate Order,11045.2,Pending,Passed,Drop,Warehouse C,Opened,Refund,No,13,Wallet,Good,East,Resolved,No,Active
